"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Rotterdam","Democraten 66 (D66)","43","Glastra van Loon","J.H.","Jan","m","Heesch"
"Rotterdam","Democraten 66 (D66)","44","van Vugt","T.","Thierry","m","Gouda"
"Rotterdam","Democraten 66 (D66)","45","van Dun","C.M.","Corine","v","Utrecht"
"Rotterdam","Democraten 66 (D66)","46","Wirken","S.T.","Stefan","m","Amsterdam"
"Rotterdam","Democraten 66 (D66)","47","de Smoker-van Andel","N.","Nelleke","v","Dordrecht"
"Rotterdam","Democraten 66 (D66)","48","Hoogeveen","T.C.","Carmen","v","Emmen"
"Rotterdam","Democraten 66 (D66)","49","Terlouw","G.","Bert","m","Raalte"
"Rotterdam","Democraten 66 (D66)","50","Ross","H.J.","Dick","m","Elst"
"Rotterdam","ChristenUnie","1","Segers","G.M.","Gert-Jan","m","Hoogland"
"Rotterdam","ChristenUnie","2","Schouten","C.J.","Carola","v","Rotterdam"
"Rotterdam","ChristenUnie","3","Voordewind","J.S.","Joël","m","Amsterdam"
"Rotterdam","ChristenUnie","4","Dik-Faber","R.K.","Carla","v","Veenendaal"
"Rotterdam","ChristenUnie","5","Bruins","E.E.W.","Eppo","m","Alphen aan den Rijn"
"Rotterdam","ChristenUnie","6","van der Graaf","S.J.F.","Stieneke","v","Groningen"
"Rotterdam","ChristenUnie","7","Ceder","D.G.M.","Don","m","Amsterdam"
"Rotterdam","ChristenUnie","8","Vreugdenhil","H.J.","Hermen","m","Nieuwendijk"
"Rotterdam","ChristenUnie","9","Drost","N.","Nico","m","Rhenen"
"Rotterdam","ChristenUnie","10","Gooijer-Medema","J.K.","Joëlle","v","Delft"
"Rotterdam","ChristenUnie","11","Huisman","G.W.","Gerben","m","Leeuwarden"
"Rotterdam","ChristenUnie","12","Rots","D.G.","Gerdien","v","Zwolle"
"Rotterdam","ChristenUnie","13","Tijhof","B.D.","Bert","m","Rijssen"
"Rotterdam","ChristenUnie","14","Grinwis","P.A.","Pieter","m","'s-Gravenhage"
"Rotterdam","ChristenUnie","15","Vlieg-Kempe","H.A.","Harmke","v","Assen"
"Rotterdam","ChristenUnie","16","Meijer","L.E.","Leon","m","Ede"
"Rotterdam","ChristenUnie","17","Janssen","J.","Jannes","m","Hardenberg"
"Rotterdam","ChristenUnie","18","Heuvelink","M.E.C.","Marijke","v","Oudheusden"
"Rotterdam","ChristenUnie","19","van 't Foort","S.","Sander","m","Renswoude"
"Rotterdam","ChristenUnie","20","Treurniet-Klapwijk","W.A.","Willemien","v","Middelburg"
"Rotterdam","ChristenUnie","21","Mostert","I.G.","Gerard","m","Katwijk"
"Rotterdam","ChristenUnie","22","Kennedy-Doornbos","S.J.","Simone","v","Amersfoort"
"Rotterdam","ChristenUnie","23","Ebid","E.K.","Esam","m","Eindhoven"
"Rotterdam","ChristenUnie","24","Hofstra","H.J.","Harold","m","Lelystad"
"Rotterdam","ChristenUnie","25","Kumar","A.D.J.M.","Anil","m","'s-Gravenhage"
"Rotterdam","ChristenUnie","26","Weigand-Timmer","H.A.C.","Jet","v","Ermelo"
"Rotterdam","ChristenUnie","27","Visser","B.","Ben","m","Scherpenzeel"
"Rotterdam","ChristenUnie","28","Kaper-Hartenberg","E.T.","Esther","v","Kortenhoef"
"Rotterdam","ChristenUnie","29","Krins","J.T.","Theo","m","Gouda"
"Rotterdam","ChristenUnie","30","Schuring","H.","Heimen","m","Barneveld"
"Rotterdam","ChristenUnie","31","van Tatenhove-Meesen","J.A.","Ankie","v","Berkel en Rodenrijs"
"Rotterdam","ChristenUnie","32","Joosten-Leijendekker","J.M.J.","Janny","v","Enschede"
"Rotterdam","ChristenUnie","33","Zuidervaart","L.M.","Loes","v","Arnhem"
"Rotterdam","ChristenUnie","34","Jaspers Faijer","B.","Bart","m","Rouveen"
"Rotterdam","ChristenUnie","35","Jongman-Mollema","I.M.","Inge","v","Groningen"
"Rotterdam","ChristenUnie","36","de Haan","J.T.","Jesse","m","Maastricht"
"Rotterdam","ChristenUnie","37","Baars","H.C.","Dico","m","Meerkerk"
"Rotterdam","ChristenUnie","38","Visser","F.C.","Frank","m","Haarlem"
"Rotterdam","ChristenUnie","39","Klein","A.C.","Annacarina","v","Amsterdam"
"Rotterdam","ChristenUnie","40","Seyed Mehdi","F.","Farshid","m","Almere"
"Rotterdam","ChristenUnie","41","Kooij-Bas","A.E.","Els","v","IJsselstein"
"Rotterdam","ChristenUnie","42","van Kranenburg","C.J.","Kees","m","Driebergen-Rijsenburg"
"Rotterdam","ChristenUnie","43","van den Berg","G.","Gert","m","Nunspeet"
"Rotterdam","ChristenUnie","44","Balootje","I.S.","Ixora","v","Rotterdam"
"Rotterdam","ChristenUnie","45","van Zaalen","F.P.","Frans","m","Rhoon"
"Rotterdam","ChristenUnie","46","Haga","A.","Anja","v","Dokkum"
"Rotterdam","ChristenUnie","47","van der Spoel","P.L.R.","Ron","m","Amersfoort"
"Rotterdam","ChristenUnie","48","Stoorvogel","H.","Henk","m","Zwolle"
"Rotterdam","ChristenUnie","49","van der Veer","A.","Arie","m","Zwolle"
"Rotterdam","ChristenUnie","50","Bottenbley","O.E.","Orlando","m","Drachten"
"Rotterdam","GROENLINKS","1","Klaver","J.F.","Jesse","m","'s-Gravenhage"
"Rotterdam","GROENLINKS","2","Buitenweg","K.M.","Kathalijne","v","Amsterdam"
"Rotterdam","GROENLINKS","3","van der Lee","T.M.T.","Tom","m","Amsterdam"
"Rotterdam","GROENLINKS","4","Voortman","L.G.J.","Linda","v","Utrecht"
"Rotterdam","GROENLINKS","5","Grashoff","H.J.","Rik","m","Delft"
"Rotterdam","GROENLINKS","6","van Tongeren","L.","Liesbeth","v","Amsterdam"
"Rotterdam","GROENLINKS","7","de Jonge van Ellemeet","C.E.","Corinne","v","Abcoude"
"Rotterdam","GROENLINKS","8","Özdil","Z.","Zihni","m","Amsterdam"
"Rotterdam","GROENLINKS","9","Snels","B.A.W.","Bart","m","Utrecht"
"Rotterdam","GROENLINKS","10","van Ojik","A.","Bram","m","Amsterdam"
"Rotterdam","GROENLINKS","11","Kröger","S.C.","Suzanne","v","Amsterdam"
"Rotterdam","GROENLINKS","12","Özütok","N.","Nevin","v","Amsterdam"
"Rotterdam","GROENLINKS","13","Smeulders","P.H.M.","Paul","m","'s-Hertogenbosch"
"Rotterdam","GROENLINKS","14","Westerveld","E.M.","Lisa","v","Nijmegen"
"Rotterdam","GROENLINKS","15","Bromet","L.","Laura","v","Monnickendam"
"Rotterdam","GROENLINKS","16","Renkema","W.J.T.","Wim-Jan","m","Meppel"
"Rotterdam","GROENLINKS","17","van Essen","H.P.","Huib","m","Utrecht"
"Rotterdam","GROENLINKS","18","van den Berge","C.N.","Niels","m","Tholen"
"Rotterdam","GROENLINKS","19","Diks","L.I.","Isabelle","v","Leeuwarden"
"Rotterdam","GROENLINKS","20","van den Nieuwenhuijzen-Wittens","T.J.H.","Tom","m","Utrecht"
"Rotterdam","GROENLINKS","21","Mahtab","I.A.F.","Ilias","m","Leiden"
"Rotterdam","GROENLINKS","22","Bouwkamp","C.C.","Cathelijne","v","Arnhem"
"Rotterdam","GROENLINKS","23","van den Bosch","D.","Dirk","m","Leiden"
"Rotterdam","GROENLINKS","24","van der Steenhoven","M.V.","Maya","v","Leiden"
"Rotterdam","GROENLINKS","25","Bonte","A.","Arno","m","Rotterdam"
"Rotterdam","GROENLINKS","26","van der Kleij","A.M.","Marion","v","Mechelen"
"Rotterdam","GROENLINKS","27","Kuipers","J.N.","Hans","m","Meppel"
"Rotterdam","GROENLINKS","28","Arnoldussen","J.","Jonne","m","Amsterdam"
"Rotterdam","GROENLINKS","29","Duursma","J.","Janet","v","Delden"
"Rotterdam","GROENLINKS","30","Önder","A.","Armağan","v","Tiel"
"Rotterdam","GROENLINKS","31","Vintges","V.A.M.","Volkert","m","Nijmegen"
"Rotterdam","GROENLINKS","32","Bashara","S.R.","Samir","m","Hoorn"
"Rotterdam","GROENLINKS","33","Bellemakers","H.A.","Huub","m","Nijmegen"
"Rotterdam","GROENLINKS","34","Smelik","C.W.","Cora","v","Deventer"
"Rotterdam","GROENLINKS","35","Schers","S.R.M.","Sophie","v","Utrecht"
"Rotterdam","GROENLINKS","36","Klijmij-van der Laan","M.","Michel","m","Gouda"
"Rotterdam","GROENLINKS","37","Piers","R.P.A.","Rocco","m","Amsterdam"
"Rotterdam","GROENLINKS","38","Vermast","P.L.A.","Paul","m","Dronten"
"Rotterdam","GROENLINKS","39","Snaas","M.","Marjoleine","v","Duiven"
"Rotterdam","GROENLINKS","40","van Oort","K.J.H.A.","Kevin","m","Raamsdonksveer"
"Rotterdam","GROENLINKS","41","Hirsch","D.H.","Daniëlle","v","Amsterdam"
"Rotterdam","GROENLINKS","42","van Grootheest","G.J.","Gerdo","m","Maastricht"
"Rotterdam","GROENLINKS","43","van Hooijdonk","L.H.L.","Lot","v","Utrecht"
"Rotterdam","GROENLINKS","44","Kapteijns","F.H.A.","Frans","m","Oisterwijk"
"Rotterdam","GROENLINKS","45","Scholten","H.T.M.","Lenie","v","Nijmegen"
"Rotterdam","GROENLINKS","46","Muambi","A.O.","Alphonse","m","'s-Gravenhage"
"Rotterdam","GROENLINKS","47","Homan-Brinkman","N.","Nienke","v","Groningen"
"Rotterdam","GROENLINKS","48","El Fassed","A.","Arjan","m","Utrecht"
"Rotterdam","GROENLINKS","49","Rüter","J.S.","Bas","m","Amsterdam"
"Rotterdam","GROENLINKS","50","van Gent","W.","Ineke","v","Groningen"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","1","van der Staaij","C.G.","Kees","m","Benthuizen"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","2","Dijkgraaf","E.","Elbert","m","Zevenhuizen"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","3","Bisschop","R.","Roelof","m","Veenendaal"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","4","Ruissen","H.J.A.","Bert-Jan","m","Krimpen aan den IJssel"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","5","Stoffer","C.","Chris","m","Elspeet"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","6","Schipaanboord","G.P.","Geert","m","Leiderdorp"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","7","Kloosterman","J.","Jan","m","Apeldoorn"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","8","Tanis","J.P.","Hans","m","Sliedrecht"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","9","Veldman","J.D.","Joost","m","Dordrecht"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","10","Nieuwenhuis","E.J.","Evert Jan","m","Lisse"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","11","Weggeman","A.","Arnold","m","Capelle aan den IJssel"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","12","Hoek","P.W.J.","Peter","m","Sint Philipsland"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","13","de Knegt","L.","Leendert","m","Barneveld"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","14","Flach","A.J.","André","m","Hendrik-Ido-Ambacht"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","15","van Wikselaar","W.","Wim","m","Driebergen-Rijsenburg"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","16","van Leeuwen","G.R.","Gert","m","Opheusden"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","17","Bosma","E.G.","Ewart","m","Rijssen"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","18","Kok","W.H.","Wim","m","Middelburg"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","19","Bakker","T.","Tom","m","Driezum"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","20","Boonzaaijer","G.","Gerrit","m","Doorn"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","21","Simonse","J.N.","Sjaak","m","Emmeloord"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","22","van Duijn","W.J.","Wim","m","Katwijk"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","23","van Westreenen","S.","Steven","m","Kesteren"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","24","van 't Land","J.A.","Hans","m","Ede"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","25","Noordergraaf","P.T.","Peter","m","Werkendam"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","26","Benschop","J.W.","Jan Willem","m","Lopik"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","27","Dorst","A.I.G.","Ad","m","Yerseke"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","28","van den Berg","W.","Wouter","m","Houten"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","29","de Vries","W.","Wim","m","Veenendaal"
"Rotterdam","Staatkundig Gereformeerde Partij (SGP)","30","Brouwer","M.","Mark","m","Lunteren"
"Rotterdam","Partij voor de Dieren","1","Thieme","M.L.","Marianne","v","Maarssen"
"Rotterdam","Partij voor de Dieren","2","Ouwehand","E.","Esther","v","Leiden"
"Rotterdam","Partij voor de Dieren","3","van Raan","L.","Lammert","m","Amsterdam"
"Rotterdam","Partij voor de Dieren","4","Wassenberg","F.P.","Frank","m","Geleen"
"Rotterdam","Partij voor de Dieren","5","Arissen","F.M.","Femke Merel","v","Huis ter Heide"
"Rotterdam","Partij voor de Dieren","6","van Esch","E.M.","Eva","v","Utrecht"
"Rotterdam","Partij voor de Dieren","7","Teunissen","C.","Christine","v","'s-Gravenhage"
"Rotterdam","Partij voor de Dieren","8","van Leeuwen","M.","Floriske","v","Wyler (DE)"
"Rotterdam","Partij voor de Dieren","9","Koffeman","N.K.","Niko","m","Vierhouten"
"Rotterdam","Partij voor de Dieren","10","Engelen","E.R.","Ewald","m","Amsterdam"
"Rotterdam","Partij voor de Dieren","11","van Lammeren","J.F.W.","Johnas","m","Amsterdam"
"Rotterdam","Partij voor de Dieren","12","Akerboom","E.S.","Eva","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","13","van Liere","A.E.","Bram","m","Haarlem"
"Rotterdam","Partij voor de Dieren","14","van Voorthuizen","G.S.L.","Stephanie","v","Venlo"
"Rotterdam","Partij voor de Dieren","15","van der Wel","M.C.","Marco","m","Rijsbergen"
"Rotterdam","Partij voor de Dieren","16","van der Veer","L.R.","Luuk","m","Apeldoorn"
"Rotterdam","Partij voor de Dieren","17","van Viegen","A.H.K.","Carla","v","Pijnacker"
"Rotterdam","Partij voor de Dieren","18","Keller","H.J.","Hiltje","v","Driebergen-Rijsenburg"
"Rotterdam","Partij voor de Dieren","19","van Doorn","M.E.C.","Michelle","v","Nijmegen"
"Rotterdam","Partij voor de Dieren","20","Plusquin","P.S.M.L.","Pascale","v","Heerlen"
"Rotterdam","Partij voor de Dieren","21","van der Velden","R.T.J.","Ruud","m","Rotterdam"
"Rotterdam","Partij voor de Dieren","22","Smit","I.R.","Ilse","v","Ede"
"Rotterdam","Partij voor de Dieren","23","Vestering","L.","Leonie","v","Almere"
"Rotterdam","Partij voor de Dieren","24","Travaille","A.","Anjo","m","Utrecht"
"Rotterdam","Partij voor de Dieren","25","de Wrede","K.","Kirsten","v","Groningen"
"Rotterdam","Partij voor de Dieren","26","van der Zanden","C.J.M.","Rinie","v","Reitsum"
"Rotterdam","Partij voor de Dieren","27","Janssens","T.A.O.","Trees","v","Middelburg"
"Rotterdam","Partij voor de Dieren","28","Kostić","I.","Ines","v","Hilversum"
"Rotterdam","Partij voor de Dieren","29","Hazekamp","A.A.H.","Anja","v","Alteveer"
"Rotterdam","Partij voor de Dieren","30","Berendse","F.","Frank","m","Wageningen"
"Rotterdam","Partij voor de Dieren","31","Biesheuvel","J.M.A.","Maarten","m","Leiden"
"Rotterdam","Partij voor de Dieren","32","Cruiming","J.P.","Jan-Peter","m","Blaricum"
"Rotterdam","Partij voor de Dieren","33","Dumon Tak","M.A.","Bibi","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","34","Engelsman","V.L.","Volkert","m","Bosch en Duin"
"Rotterdam","Partij voor de Dieren","35","de Haas","J.L.","Johan","m","Velp"
"Rotterdam","Partij voor de Dieren","36","van der Heijden","A.F.T.","Adri","m","Amsterdam"
"Rotterdam","Partij voor de Dieren","37","Herstel","M.","Malou","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","38","van der Steen","M.F.","Mensje","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","39","Meijer","E.R.","Eva","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","40","Mutsaers","C.J.M.","Charlotte","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","41","Nicolaï","P.","Peter","m","Amsterdam"
"Rotterdam","Partij voor de Dieren","42","Postma","A.","Annemarie","v","Oudehorne"
"Rotterdam","Partij voor de Dieren","43","Rot","J.","Jan","m","Antwerpen (BE)"
"Rotterdam","Partij voor de Dieren","44","Rotenstreich","M.M.","Mirjam","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","45","de Schepper","T.","Teske","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","46","Schrijver","J.W.","Annemiek","v","Huizen"
"Rotterdam","Partij voor de Dieren","47","Siebelink","J.G.","Jan","m","Ede"
"Rotterdam","Partij voor de Dieren","48","van Veen","B.","Babette","v","Bilthoven"
"Rotterdam","Partij voor de Dieren","49","Verbaan","G.C.","Georgina","v","Amsterdam"
"Rotterdam","Partij voor de Dieren","50","Woesthoff","M.F.F.","Dinand","m","'s-Gravenhage"
"Rotterdam","50PLUS","1","Krol","H.C.M.","Henk","m","Eindhoven"
"Rotterdam","50PLUS","2","Sazias","L.","Léonie","v","Hilversum"
"Rotterdam","50PLUS","3","van Rooijen","M.J.","Martin","m","Oegstgeest"
"Rotterdam","50PLUS","4","van Brenk","C.M.","Corrie","v","Utrecht"
"Rotterdam","50PLUS","5","van Otterloo","G.J.P.","Gerrit Jan","m","'s-Gravenhage"
"Rotterdam","50PLUS","6","Geleijnse","S.","Simon","m","'s-Gravenhage"
"Rotterdam","50PLUS","7","Bode","E.M.","Emile","m","Ophemert"
"Rotterdam","50PLUS","8","Schrover","W.A.A.","Wilma","v","'s-Hertogenbosch"
"Rotterdam","50PLUS","9","Koopman","M.","Maurice","m","Amersfoort"
"Rotterdam","50PLUS","10","de Brouwer","R.B.P.","Rob","m","'s-Hertogenbosch"
"Rotterdam","50PLUS","11","Wiersma","T.","Theun","m","Drachten"
"Rotterdam","50PLUS","12","Bergen","P.H.","Presley","m","Bladel"
"Rotterdam","50PLUS","13","van Veeren","P.","Petra","v","Amsterdam"
"Rotterdam","50PLUS","14","Willemse","W.","Willem","m","Vlissingen"
"Rotterdam","50PLUS","15","Fonhof","G.J.","Jan","m","Emmen"
"Rotterdam","50PLUS","16","Kroonstuiver","N.L.D.","Natascha","v","Venlo"
"Rotterdam","50PLUS","17","Verboom","H.J.","Henk Jan","m","Oudorp"
"Rotterdam","50PLUS","18","van de Griendt","M.W.E.","Monique","v","Amsterdam"
"Rotterdam","50PLUS","19","van Overveld","W.A.A.M.","Wim","m","Oudenbosch"
"Rotterdam","50PLUS","20","Hamersma","K.","Klaas","m","Hoogezand-Sappemeer"
"Rotterdam","50PLUS","21","Siepel","H.","Harry","m","Emmen"
"Rotterdam","50PLUS","22","Kerkhof","F.","Fred","m","Tuk"
"Rotterdam","50PLUS","23","Hernández Martínez","A.","Adriana","v","'s-Hertogenbosch"
"Rotterdam","50PLUS","24","Jansen","W.","Wout","m","Lelystad"
"Rotterdam","50PLUS","25","Heere","T.J.M.","Theo","m","'s-Gravenhage"
"Rotterdam","50PLUS","26","Haasnoot","J.H.","Jaap","m","Katwijk"
"Rotterdam","50PLUS","27","van Orsouw","J.H.T.","Joop","m","Oss"
"Rotterdam","50PLUS","28","Molenaar","R.","Rosa","v","'s-Gravenhage"
"Rotterdam","50PLUS","29","Haije","A.F.","Arno","m","Bussum"
"Rotterdam","50PLUS","30","Spooren","A.J.M.","Chris","m","Son en Breugel"
"Rotterdam","50PLUS","31","de Meij","O.A.C.","Olga","v","Amsterdam"
"Rotterdam","50PLUS","32","van Wanrooij","A.C.P.","André","m","San Bartolomé de Tirajana (ES)"
"Rotterdam","50PLUS","33","Brouwers","J.F.X.M.","Jan Frans","m","Son en Breugel"
"Rotterdam","50PLUS","34","van Hulst","J.A.M.","Jolanda","v","Veldhoven"
"Rotterdam","50PLUS","35","Gralike","R.B.M.","Rhianna","v","Dronten"
"Rotterdam","50PLUS","36","Bergwerf","F.","Frans","m","Beilen"
"Rotterdam","50PLUS","37","van der Schaaf","A.","Andreas","m","Bussum"
"Rotterdam","50PLUS","38","Hilte","M.S.","Marianne","v","Zuidland"
"Rotterdam","50PLUS","39","de Vries","D.P.","Dick","m","Stavoren"
"Rotterdam","50PLUS","40","Gertsen","J.W.M.","Hans","m","'s-Gravenhage"
"Rotterdam","50PLUS","41","Meijer","H.","Hein","m","Heerlen"
"Rotterdam","50PLUS","42","van Zanten","D.","Dick","m","Gorinchem"
"Rotterdam","50PLUS","43","ten Cate","H.J.","Hylke","m","Haarlem"
"Rotterdam","50PLUS","44","Rose","F.J.","Frans","m","Laren"
"Rotterdam","50PLUS","45","Lamberts","H.","Harry","m","Leeuwarden"
"Rotterdam","50PLUS","46","de Vries","A.E.","Auke","m","'s-Gravenhage"
"Rotterdam","50PLUS","47","van de Wal","H.J.C.M.","Henry","m","Eindhoven"
"Rotterdam","50PLUS","48","Hoek","W.M.M.","Mieke","v","Vreeland"
"Rotterdam","50PLUS","49","Struijlaard","J.W.A.","John","m","Rotterdam"
"Rotterdam","OndernemersPartij","1","Brinkman","H.","Hero","m","Middenbeemster"
"Rotterdam","OndernemersPartij","2","Gaasbeek","M.","Martine","v","Varsseveld"
"Rotterdam","OndernemersPartij","3","de Vries","J.L.G.","Jos","m","Kesteren"
"Rotterdam","OndernemersPartij","4","Kicken","J.M.H.","Patrick","m","Vinkeveen"
"Rotterdam","OndernemersPartij","5","van den Berg","J.O.","Jos","m","Gieterveen"
"Rotterdam","OndernemersPartij","6","de Koning","M.","Mariëtta","v","Edam-Volendam"
"Rotterdam","OndernemersPartij","7","Theocharis","S.","Stavros","m","Leidschendam"
"Rotterdam","OndernemersPartij","8","Andriol","S.J.R.","Sophie","v","Groningen"
"Rotterdam","OndernemersPartij","9","Bol","R.G.","René","m","Spijkenisse"
"Rotterdam","OndernemersPartij","10","Reitsma","H.H.","Harry","m","Assen"
"Rotterdam","OndernemersPartij","11","Wood","D.R.","Denis","m","Assen"
"Rotterdam","VNL (VoorNederland)","1","Roos","J.H.","Jan","m","Bergen (NH)"
"Rotterdam","VNL (VoorNederland)","2","van Klaveren","J.J.","Joram","m","Almere"
"Rotterdam","VNL (VoorNederland)","3","Bontes","L.","Louis","m","Hellevoetsluis"
"Rotterdam","VNL (VoorNederland)","4","Hoogwerf","T.C.","Tanya","v","Rotterdam"
"Rotterdam","VNL (VoorNederland)","5","Sassen","J.H.N.A.","Alexander","m","Berkhout"
"Rotterdam","VNL (VoorNederland)","6","Versteeg","M.A.J.","Michel","m","IJsselstein"
"Rotterdam","VNL (VoorNederland)","7","de Laat","J.M.","Jan","m","Gouda"
"Rotterdam","VNL (VoorNederland)","8","van der Meer","S.","Symen","m","Hoorn"
"Rotterdam","VNL (VoorNederland)","9","Vermaas","P.C.","Peter","m","Enschede"
"Rotterdam","VNL (VoorNederland)","10","Himpers","J.","Jeffrey","m","Drongelen"
"Rotterdam","VNL (VoorNederland)","11","van Gemert","R.J.H.","René","m","Eindhoven"
"Rotterdam","VNL (VoorNederland)","12","Oosterhagen","H.J.","Johan","m","Leiden"
"Rotterdam","VNL (VoorNederland)","13","Molema","J.F.H.","Johan","m","Amsterdam"
"Rotterdam","VNL (VoorNederland)","14","de Gast","A.L.M.","Arjan","m","Alphen aan den Rijn"
"Rotterdam","VNL (VoorNederland)","15","Chandarsing","A.S.","Sachin","m","'s-Gravenhage"
"Rotterdam","VNL (VoorNederland)","16","van Tiggelen","R.","Ronald","m","Zandvoort"
"Rotterdam","VNL (VoorNederland)","17","de Veth","C.G.","Chris","m","Amstelveen"
"Rotterdam","VNL (VoorNederland)","18","Stassen","L.J.A.J.","Laurence","v","Echt"
"Rotterdam","DENK","1","Kuzu","T.","Tunahan","m","Rotterdam"
"Rotterdam","DENK","2","Azarkan","F.","Farid","m","Culemborg"
"Rotterdam","DENK","3","Öztürk","S.","Selcuk","m","Roermond"
"Rotterdam","DENK","4","Albitrouw","G.","Gladys","v","Rotterdam"
"Rotterdam","DENK","5","van Baarle","S.R.T.","Stephan","m","Rotterdam"
"Rotterdam","DENK","6","Charlot","M.J.H.","Magdalena","v","Lelystad"
"Rotterdam","DENK","7","Taimounti","M.","Mourad","m","Amsterdam"
"Rotterdam","DENK","8","Kiliç","A.","Ayşegül","v","Amsterdam"
"Rotterdam","DENK","9","Koolbergen","M.M.","Marisa","v","Alkmaar"
"Rotterdam","DENK","10","Tsouli","A.","Ali","m","Breda"
"Rotterdam","DENK","11","van Splunter","M.","Marit","v","Zwolle"
"Rotterdam","DENK","12","Uysal","Ş.","Şerif","m","Middelburg"
"Rotterdam","DENK","13","Karaman","R.","Rabia","v","Arnhem"
"Rotterdam","DENK","14","Raja","T.M.","Talhat","m","Rotterdam"
"Rotterdam","DENK","15","Kayiş","Y.","Yunus","m","Rotterdam"
"Rotterdam","DENK","16","Rana","M.Z.T.","Zaheer","m","Nissewaard"
"Rotterdam","DENK","17","Demirel","N.","Nevzat","m","Tiel"
"Rotterdam","DENK","18","Ince","K.","Keziban","v","Rotterdam"
"Rotterdam","NIEUWE WEGEN","1","Oosenbrug","A.","Alfred","m","Zoetermeer"
"Rotterdam","NIEUWE WEGEN","2","Monasch","J.S.","Jacques","m","Sneek"
"Rotterdam","NIEUWE WEGEN","3","Beemsterboer","R.J.C.","Ramona","v","Blaricum"
"Rotterdam","NIEUWE WEGEN","4","Ekiz","I.","Iprahim","m","Haarlem"
"Rotterdam","NIEUWE WEGEN","5","Spitsbaard","A.W.","Ton","m","Zoetermeer"
"Rotterdam","NIEUWE WEGEN","6","Vianen-van der Geest","G.C.J.","Wendy","v","Monster"
"Rotterdam","NIEUWE WEGEN","7","van Leeuwen","C.H.","Kees","m","Meppel"
"Rotterdam","NIEUWE WEGEN","8","van Duijvenvoorde","A.","Arjan","m","Alphen aan den Rijn"
"Rotterdam","NIEUWE WEGEN","9","Jochems","I.C.A.M.","Inge","v","Zundert"
"Rotterdam","NIEUWE WEGEN","10","Dijkstra","S.J.","Sietze Jan","m","Zoetermeer"
"Rotterdam","NIEUWE WEGEN","11","Durgaram","R.M.H.","Romeo","m","Hooglanderveen"
"Rotterdam","NIEUWE WEGEN","12","de Vries","Y.","Yvonne","v","Wassenaar"
"Rotterdam","NIEUWE WEGEN","13","Verstappen","J.H.M.","Jaco","m","Meijel"
"Rotterdam","NIEUWE WEGEN","14","van Scheyen","I.S.L.","Bo","v","Vlissingen"
"Rotterdam","NIEUWE WEGEN","15","de Jong","B.D.","David","m","Drachten"
"Rotterdam","NIEUWE WEGEN","16","van Leeuwen","G.L.F.","George","m","Nieuw-Vennep"
"Rotterdam","NIEUWE WEGEN","17","Pijpker","J.","Jeanet","v","Alphen aan den Rijn"
"Rotterdam","NIEUWE WEGEN","18","van Eldik","D.A.","Erik","m","Meppel"
"Rotterdam","NIEUWE WEGEN","19","Willemstein","J.S.A.","Hanneke","v","Alphen-Chaam"
"Rotterdam","NIEUWE WEGEN","20","Komdeur","E.","Eddie","m","Sneek"
"Rotterdam","NIEUWE WEGEN","21","van Dijken","R.G.","Roelof","m","Harderwijk"
