"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Groningen","CDA","45","van der Broek","J.M.A.R.","Roy","m","Schinnen"
"Groningen","CDA","46","Bakker","G.J.","Gert-Jan","m","'s-Gravenhage"
"Groningen","CDA","47","Havelaar","R.B.","Rogier","m","Amsterdam"
"Groningen","CDA","48","Jager","M.J.","Marc","m","Haren"
"Groningen","CDA","49","Helmantel","H.F.N.","Henk","m","Westeremden"
"Groningen","CDA","50","van Leeuwen","J.","Hannie","v","Rotterdam"
"Groningen","Democraten 66 (D66)","1","Pechtold","A.","Alexander","m","Wageningen"
"Groningen","Democraten 66 (D66)","2","van Veldhoven","S.","Stientje","v","Rijswijk"
"Groningen","Democraten 66 (D66)","3","Koolmees","W.","Wouter","m","Rotterdam"
"Groningen","Democraten 66 (D66)","4","Dijkstra","P.A.","Pia","v","Utrecht"
"Groningen","Democraten 66 (D66)","5","van Engelshoven","I.K.","Ingrid","v","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","6","Bergkamp","V.A.","Vera","v","Amsterdam"
"Groningen","Democraten 66 (D66)","7","Verhoeven","K.","Kees","m","Amersfoort"
"Groningen","Democraten 66 (D66)","8","van Meenen","P.H.","Paul","m","Leiden"
"Groningen","Democraten 66 (D66)","9","Paternotte","J.M.","Jan","m","Amsterdam"
"Groningen","Democraten 66 (D66)","10","Van Weyenberg","S.P.R.A.","Steven","m","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","11","Sjoerdsma","S.W.","Sjoerd","m","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","12","Jetten","R.A.A.","Rob","m","Nijmegen"
"Groningen","Democraten 66 (D66)","13","Van Eijs","J.M.","Jessica","v","Eindhoven"
"Groningen","Democraten 66 (D66)","14","Belhaj","S.","Salima","v","Rotterdam"
"Groningen","Democraten 66 (D66)","15","Groothuizen","M.","Maarten","m","Nijmegen"
"Groningen","Democraten 66 (D66)","16","Bouali","A.","Achraf","m","Amsterdam"
"Groningen","Democraten 66 (D66)","17","Raemakers","R.","Rens","m","Neer"
"Groningen","Democraten 66 (D66)","18","Diertens","A.E.","Antje","v","Groningen"
"Groningen","Democraten 66 (D66)","19","de Groot","T.C.","Tjeerd","m","Haarlem"
"Groningen","Democraten 66 (D66)","20","den Boer","M.G.W.","Monica","v","Maasdam"
"Groningen","Democraten 66 (D66)","21","Sienot","M.F.","Matthijs","m","Utrecht"
"Groningen","Democraten 66 (D66)","22","Sneller","J.C.","Joost","m","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","23","Schonis","R.A.J.","Rutger","m","Middelburg"
"Groningen","Democraten 66 (D66)","24","van Beukering-Huijbregts","M.J.T.G.","Marijke","v","IJsselstein"
"Groningen","Democraten 66 (D66)","25","Meijer","A.A.","Arend","m","Waalwijk"
"Groningen","Democraten 66 (D66)","26","Eurlings-Tonnaer","F.M.C.L.","Franca","v","Maastricht"
"Groningen","Democraten 66 (D66)","27","Ramlal","M.R.","Munish","m","Rotterdam"
"Groningen","Democraten 66 (D66)","28","van Bemmel","M.E.","Martine","v","Almere"
"Groningen","Democraten 66 (D66)","29","Lamers","C.B.M.","Kristie","v","Nijmegen"
"Groningen","Democraten 66 (D66)","30","van Essen","J.","Jaimi","m","Losser"
"Groningen","Democraten 66 (D66)","31","Verbrugge-Wormgoor","D.C.","Dina","v","Vlissingen"
"Groningen","Democraten 66 (D66)","32","van der Laan","J.M.P.","Jeanet","v","Lisse"
"Groningen","Democraten 66 (D66)","33","Zarroy","N.","Noureddine","m","Helmond"
"Groningen","Democraten 66 (D66)","34","Winkel","B.T.","Bastiaan","m","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","35","Bamenga","P.","Mpanzu","m","Eindhoven"
"Groningen","Democraten 66 (D66)","36","Sanders","N.P.C.","Noëlle","v","Amersfoort"
"Groningen","Democraten 66 (D66)","37","Guernaoui","R.","Rachid","m","'s-Gravenhage"
"Groningen","Democraten 66 (D66)","38","Kat","H.","Hülya","v","IJmuiden"
"Groningen","Democraten 66 (D66)","39","Keij","E.J.","Eelco","m","Nijmegen"
"Groningen","Democraten 66 (D66)","40","Bosman","A.M.","Marijn","v","Amsterdam"
"Groningen","Democraten 66 (D66)","41","Schukking","S.S.","Sietze","m","Jirnsum"
"Groningen","Democraten 66 (D66)","42","Schepel","W.D.","Wibo","m","Voorburg"
"Groningen","Democraten 66 (D66)","43","Glastra van Loon","J.H.","Jan","m","Heesch"
"Groningen","Democraten 66 (D66)","44","van Vugt","T.","Thierry","m","Gouda"
"Groningen","Democraten 66 (D66)","45","van Dun","C.M.","Corine","v","Utrecht"
"Groningen","Democraten 66 (D66)","46","Wirken","S.T.","Stefan","m","Amsterdam"
"Groningen","Democraten 66 (D66)","47","de Smoker-van Andel","N.","Nelleke","v","Dordrecht"
"Groningen","Democraten 66 (D66)","48","Hoogeveen","T.C.","Carmen","v","Emmen"
"Groningen","Democraten 66 (D66)","49","Terlouw","G.","Bert","m","Raalte"
"Groningen","Democraten 66 (D66)","50","Ross","H.J.","Dick","m","Elst"
"Groningen","ChristenUnie","1","Segers","G.M.","Gert-Jan","m","Hoogland"
"Groningen","ChristenUnie","2","Schouten","C.J.","Carola","v","Rotterdam"
"Groningen","ChristenUnie","3","Voordewind","J.S.","Joël","m","Amsterdam"
"Groningen","ChristenUnie","4","Dik-Faber","R.K.","Carla","v","Veenendaal"
"Groningen","ChristenUnie","5","Bruins","E.E.W.","Eppo","m","Alphen aan den Rijn"
"Groningen","ChristenUnie","6","van der Graaf","S.J.F.","Stieneke","v","Groningen"
"Groningen","ChristenUnie","7","Ceder","D.G.M.","Don","m","Amsterdam"
"Groningen","ChristenUnie","8","Vreugdenhil","H.J.","Hermen","m","Nieuwendijk"
"Groningen","ChristenUnie","9","Drost","N.","Nico","m","Rhenen"
"Groningen","ChristenUnie","10","Gooijer-Medema","J.K.","Joëlle","v","Delft"
"Groningen","ChristenUnie","11","Huisman","G.W.","Gerben","m","Leeuwarden"
"Groningen","ChristenUnie","12","Rots","D.G.","Gerdien","v","Zwolle"
"Groningen","ChristenUnie","13","Tijhof","B.D.","Bert","m","Rijssen"
"Groningen","ChristenUnie","14","Grinwis","P.A.","Pieter","m","'s-Gravenhage"
"Groningen","ChristenUnie","15","Vlieg-Kempe","H.A.","Harmke","v","Assen"
"Groningen","ChristenUnie","16","Meijer","L.E.","Leon","m","Ede"
"Groningen","ChristenUnie","17","Janssen","J.","Jannes","m","Hardenberg"
"Groningen","ChristenUnie","18","Heuvelink","M.E.C.","Marijke","v","Oudheusden"
"Groningen","ChristenUnie","19","van 't Foort","S.","Sander","m","Renswoude"
"Groningen","ChristenUnie","20","Treurniet-Klapwijk","W.A.","Willemien","v","Middelburg"
"Groningen","ChristenUnie","21","Mostert","I.G.","Gerard","m","Katwijk"
"Groningen","ChristenUnie","22","Kennedy-Doornbos","S.J.","Simone","v","Amersfoort"
"Groningen","ChristenUnie","23","Ebid","E.K.","Esam","m","Eindhoven"
"Groningen","ChristenUnie","24","Hofstra","H.J.","Harold","m","Lelystad"
"Groningen","ChristenUnie","25","Kumar","A.D.J.M.","Anil","m","'s-Gravenhage"
"Groningen","ChristenUnie","26","Weigand-Timmer","H.A.C.","Jet","v","Ermelo"
"Groningen","ChristenUnie","27","Visser","B.","Ben","m","Scherpenzeel"
"Groningen","ChristenUnie","28","Kaper-Hartenberg","E.T.","Esther","v","Kortenhoef"
"Groningen","ChristenUnie","29","Krins","J.T.","Theo","m","Gouda"
"Groningen","ChristenUnie","30","Schuring","H.","Heimen","m","Barneveld"
"Groningen","ChristenUnie","31","van Tatenhove-Meesen","J.A.","Ankie","v","Berkel en Rodenrijs"
"Groningen","ChristenUnie","32","Joosten-Leijendekker","J.M.J.","Janny","v","Enschede"
"Groningen","ChristenUnie","33","Zuidervaart","L.M.","Loes","v","Arnhem"
"Groningen","ChristenUnie","34","Jaspers Faijer","B.","Bart","m","Rouveen"
"Groningen","ChristenUnie","35","Jongman-Mollema","I.M.","Inge","v","Groningen"
"Groningen","ChristenUnie","36","de Haan","J.T.","Jesse","m","Maastricht"
"Groningen","ChristenUnie","37","Baars","H.C.","Dico","m","Meerkerk"
"Groningen","ChristenUnie","38","Visser","F.C.","Frank","m","Haarlem"
"Groningen","ChristenUnie","39","Klein","A.C.","Annacarina","v","Amsterdam"
"Groningen","ChristenUnie","40","Seyed Mehdi","F.","Farshid","m","Almere"
"Groningen","ChristenUnie","41","Kooij-Bas","A.E.","Els","v","IJsselstein"
"Groningen","ChristenUnie","42","van Kranenburg","C.J.","Kees","m","Driebergen-Rijsenburg"
"Groningen","ChristenUnie","43","van den Berg","G.","Gert","m","Nunspeet"
"Groningen","ChristenUnie","44","Balootje","I.S.","Ixora","v","Rotterdam"
"Groningen","ChristenUnie","45","van Zaalen","F.P.","Frans","m","Rhoon"
"Groningen","ChristenUnie","46","Haga","A.","Anja","v","Dokkum"
"Groningen","ChristenUnie","47","van der Spoel","P.L.R.","Ron","m","Amersfoort"
"Groningen","ChristenUnie","48","Stoorvogel","H.","Henk","m","Zwolle"
"Groningen","ChristenUnie","49","van der Veer","A.","Arie","m","Zwolle"
"Groningen","ChristenUnie","50","Bottenbley","O.E.","Orlando","m","Drachten"
"Groningen","GROENLINKS","1","Klaver","J.F.","Jesse","m","'s-Gravenhage"
"Groningen","GROENLINKS","2","Buitenweg","K.M.","Kathalijne","v","Amsterdam"
"Groningen","GROENLINKS","3","van der Lee","T.M.T.","Tom","m","Amsterdam"
"Groningen","GROENLINKS","4","Voortman","L.G.J.","Linda","v","Utrecht"
"Groningen","GROENLINKS","5","Grashoff","H.J.","Rik","m","Delft"
"Groningen","GROENLINKS","6","van Tongeren","L.","Liesbeth","v","Amsterdam"
"Groningen","GROENLINKS","7","de Jonge van Ellemeet","C.E.","Corinne","v","Abcoude"
"Groningen","GROENLINKS","8","Özdil","Z.","Zihni","m","Amsterdam"
"Groningen","GROENLINKS","9","Snels","B.A.W.","Bart","m","Utrecht"
"Groningen","GROENLINKS","10","van Ojik","A.","Bram","m","Amsterdam"
"Groningen","GROENLINKS","11","Kröger","S.C.","Suzanne","v","Amsterdam"
"Groningen","GROENLINKS","12","Özütok","N.","Nevin","v","Amsterdam"
"Groningen","GROENLINKS","13","Smeulders","P.H.M.","Paul","m","'s-Hertogenbosch"
"Groningen","GROENLINKS","14","Westerveld","E.M.","Lisa","v","Nijmegen"
"Groningen","GROENLINKS","15","Bromet","L.","Laura","v","Monnickendam"
"Groningen","GROENLINKS","16","Renkema","W.J.T.","Wim-Jan","m","Meppel"
"Groningen","GROENLINKS","17","van Essen","H.P.","Huib","m","Utrecht"
"Groningen","GROENLINKS","18","van den Berge","C.N.","Niels","m","Tholen"
"Groningen","GROENLINKS","19","Diks","L.I.","Isabelle","v","Leeuwarden"
"Groningen","GROENLINKS","20","van den Nieuwenhuijzen-Wittens","T.J.H.","Tom","m","Utrecht"
"Groningen","GROENLINKS","21","Mahtab","I.A.F.","Ilias","m","Leiden"
"Groningen","GROENLINKS","22","Bouwkamp","C.C.","Cathelijne","v","Arnhem"
"Groningen","GROENLINKS","23","van den Bosch","D.","Dirk","m","Leiden"
"Groningen","GROENLINKS","24","van der Steenhoven","M.V.","Maya","v","Leiden"
"Groningen","GROENLINKS","25","Bonte","A.","Arno","m","Rotterdam"
"Groningen","GROENLINKS","26","van der Kleij","A.M.","Marion","v","Mechelen"
"Groningen","GROENLINKS","27","Kuipers","J.N.","Hans","m","Meppel"
"Groningen","GROENLINKS","28","Arnoldussen","J.","Jonne","m","Amsterdam"
"Groningen","GROENLINKS","29","Duursma","J.","Janet","v","Delden"
"Groningen","GROENLINKS","30","Önder","A.","Armağan","v","Tiel"
"Groningen","GROENLINKS","31","Vintges","V.A.M.","Volkert","m","Nijmegen"
"Groningen","GROENLINKS","32","Bashara","S.R.","Samir","m","Hoorn"
"Groningen","GROENLINKS","33","Bellemakers","H.A.","Huub","m","Nijmegen"
"Groningen","GROENLINKS","34","Smelik","C.W.","Cora","v","Deventer"
"Groningen","GROENLINKS","35","Schers","S.R.M.","Sophie","v","Utrecht"
"Groningen","GROENLINKS","36","Klijmij-van der Laan","M.","Michel","m","Gouda"
"Groningen","GROENLINKS","37","Piers","R.P.A.","Rocco","m","Amsterdam"
"Groningen","GROENLINKS","38","Vermast","P.L.A.","Paul","m","Dronten"
"Groningen","GROENLINKS","39","Snaas","M.","Marjoleine","v","Duiven"
"Groningen","GROENLINKS","40","van Oort","K.J.H.A.","Kevin","m","Raamsdonksveer"
"Groningen","GROENLINKS","41","Hirsch","D.H.","Daniëlle","v","Amsterdam"
"Groningen","GROENLINKS","42","van Grootheest","G.J.","Gerdo","m","Maastricht"
"Groningen","GROENLINKS","43","van Hooijdonk","L.H.L.","Lot","v","Utrecht"
"Groningen","GROENLINKS","44","Kapteijns","F.H.A.","Frans","m","Oisterwijk"
"Groningen","GROENLINKS","45","Scholten","H.T.M.","Lenie","v","Nijmegen"
"Groningen","GROENLINKS","46","Muambi","A.O.","Alphonse","m","'s-Gravenhage"
"Groningen","GROENLINKS","47","Homan-Brinkman","N.","Nienke","v","Groningen"
"Groningen","GROENLINKS","48","El Fassed","A.","Arjan","m","Utrecht"
"Groningen","GROENLINKS","49","Rüter","J.S.","Bas","m","Amsterdam"
"Groningen","GROENLINKS","50","van Gent","W.","Ineke","v","Groningen"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","1","van der Staaij","C.G.","Kees","m","Benthuizen"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","2","Dijkgraaf","E.","Elbert","m","Zevenhuizen"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","3","Bisschop","R.","Roelof","m","Veenendaal"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","4","Ruissen","H.J.A.","Bert-Jan","m","Krimpen aan den IJssel"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","5","Stoffer","C.","Chris","m","Elspeet"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","6","Schipaanboord","G.P.","Geert","m","Leiderdorp"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","7","Kloosterman","J.","Jan","m","Apeldoorn"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","8","Tanis","J.P.","Hans","m","Sliedrecht"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","9","Veldman","J.D.","Joost","m","Dordrecht"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","10","Nieuwenhuis","E.J.","Evert Jan","m","Lisse"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","11","Weggeman","A.","Arnold","m","Capelle aan den IJssel"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","12","Hoek","P.W.J.","Peter","m","Sint Philipsland"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","13","de Knegt","L.","Leendert","m","Barneveld"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","14","Flach","A.J.","André","m","Hendrik-Ido-Ambacht"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","15","van Wikselaar","W.","Wim","m","Driebergen-Rijsenburg"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","16","van Leeuwen","G.R.","Gert","m","Opheusden"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","17","Bosma","E.G.","Ewart","m","Rijssen"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","18","Kok","W.H.","Wim","m","Middelburg"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","19","Bakker","T.","Tom","m","Driezum"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","20","Boonzaaijer","G.","Gerrit","m","Doorn"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","21","Simonse","J.N.","Sjaak","m","Emmeloord"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","22","van Duijn","W.J.","Wim","m","Katwijk"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","23","van Westreenen","S.","Steven","m","Kesteren"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","24","van 't Land","J.A.","Hans","m","Ede"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","25","Noordergraaf","P.T.","Peter","m","Werkendam"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","26","Benschop","J.W.","Jan Willem","m","Lopik"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","27","Dorst","A.I.G.","Ad","m","Yerseke"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","28","van den Berg","W.","Wouter","m","Houten"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","29","de Vries","W.","Wim","m","Veenendaal"
"Groningen","Staatkundig Gereformeerde Partij (SGP)","30","Brouwer","M.","Mark","m","Lunteren"
"Groningen","Partij voor de Dieren","1","Thieme","M.L.","Marianne","v","Maarssen"
"Groningen","Partij voor de Dieren","2","Ouwehand","E.","Esther","v","Leiden"
"Groningen","Partij voor de Dieren","3","van Raan","L.","Lammert","m","Amsterdam"
"Groningen","Partij voor de Dieren","4","Wassenberg","F.P.","Frank","m","Geleen"
"Groningen","Partij voor de Dieren","5","Arissen","F.M.","Femke Merel","v","Huis ter Heide"
"Groningen","Partij voor de Dieren","6","van Esch","E.M.","Eva","v","Utrecht"
"Groningen","Partij voor de Dieren","7","Teunissen","C.","Christine","v","'s-Gravenhage"
"Groningen","Partij voor de Dieren","8","van Leeuwen","M.","Floriske","v","Wyler (DE)"
"Groningen","Partij voor de Dieren","9","Koffeman","N.K.","Niko","m","Vierhouten"
"Groningen","Partij voor de Dieren","10","Engelen","E.R.","Ewald","m","Amsterdam"
"Groningen","Partij voor de Dieren","11","van Lammeren","J.F.W.","Johnas","m","Amsterdam"
"Groningen","Partij voor de Dieren","12","Akerboom","E.S.","Eva","v","Amsterdam"
"Groningen","Partij voor de Dieren","13","van Liere","A.E.","Bram","m","Haarlem"
"Groningen","Partij voor de Dieren","14","van Voorthuizen","G.S.L.","Stephanie","v","Venlo"
"Groningen","Partij voor de Dieren","15","van der Wel","M.C.","Marco","m","Rijsbergen"
"Groningen","Partij voor de Dieren","16","van der Veer","L.R.","Luuk","m","Apeldoorn"
"Groningen","Partij voor de Dieren","17","van Viegen","A.H.K.","Carla","v","Pijnacker"
"Groningen","Partij voor de Dieren","18","Keller","H.J.","Hiltje","v","Driebergen-Rijsenburg"
"Groningen","Partij voor de Dieren","19","van Doorn","M.E.C.","Michelle","v","Nijmegen"
"Groningen","Partij voor de Dieren","20","Plusquin","P.S.M.L.","Pascale","v","Heerlen"
"Groningen","Partij voor de Dieren","21","van der Velden","R.T.J.","Ruud","m","Rotterdam"
"Groningen","Partij voor de Dieren","22","Smit","I.R.","Ilse","v","Ede"
"Groningen","Partij voor de Dieren","23","Vestering","L.","Leonie","v","Almere"
"Groningen","Partij voor de Dieren","24","Travaille","A.","Anjo","m","Utrecht"
"Groningen","Partij voor de Dieren","25","de Wrede","K.","Kirsten","v","Groningen"
"Groningen","Partij voor de Dieren","26","van der Zanden","C.J.M.","Rinie","v","Reitsum"
"Groningen","Partij voor de Dieren","27","Janssens","T.A.O.","Trees","v","Middelburg"
"Groningen","Partij voor de Dieren","28","Kostić","I.","Ines","v","Hilversum"
"Groningen","Partij voor de Dieren","29","Hazekamp","A.A.H.","Anja","v","Alteveer"
"Groningen","Partij voor de Dieren","30","Berendse","F.","Frank","m","Wageningen"
"Groningen","Partij voor de Dieren","31","Biesheuvel","J.M.A.","Maarten","m","Leiden"
"Groningen","Partij voor de Dieren","32","Cruiming","J.P.","Jan-Peter","m","Blaricum"
"Groningen","Partij voor de Dieren","33","Dumon Tak","M.A.","Bibi","v","Amsterdam"
"Groningen","Partij voor de Dieren","34","Engelsman","V.L.","Volkert","m","Bosch en Duin"
"Groningen","Partij voor de Dieren","35","de Haas","J.L.","Johan","m","Velp"
"Groningen","Partij voor de Dieren","36","van der Heijden","A.F.T.","Adri","m","Amsterdam"
"Groningen","Partij voor de Dieren","37","Herstel","M.","Malou","v","Amsterdam"
"Groningen","Partij voor de Dieren","38","van der Steen","M.F.","Mensje","v","Amsterdam"
"Groningen","Partij voor de Dieren","39","Meijer","E.R.","Eva","v","Amsterdam"
"Groningen","Partij voor de Dieren","40","Mutsaers","C.J.M.","Charlotte","v","Amsterdam"
"Groningen","Partij voor de Dieren","41","Nicolaï","P.","Peter","m","Amsterdam"
"Groningen","Partij voor de Dieren","42","Postma","A.","Annemarie","v","Oudehorne"
"Groningen","Partij voor de Dieren","43","Rot","J.","Jan","m","Antwerpen (BE)"
"Groningen","Partij voor de Dieren","44","Rotenstreich","M.M.","Mirjam","v","Amsterdam"
"Groningen","Partij voor de Dieren","45","de Schepper","T.","Teske","v","Amsterdam"
"Groningen","Partij voor de Dieren","46","Schrijver","J.W.","Annemiek","v","Huizen"
"Groningen","Partij voor de Dieren","47","Siebelink","J.G.","Jan","m","Ede"
"Groningen","Partij voor de Dieren","48","van Veen","B.","Babette","v","Bilthoven"
"Groningen","Partij voor de Dieren","49","Verbaan","G.C.","Georgina","v","Amsterdam"
"Groningen","Partij voor de Dieren","50","Woesthoff","M.F.F.","Dinand","m","'s-Gravenhage"
"Groningen","50PLUS","1","Krol","H.C.M.","Henk","m","Eindhoven"
"Groningen","50PLUS","2","Sazias","L.","Léonie","v","Hilversum"
"Groningen","50PLUS","3","van Rooijen","M.J.","Martin","m","Oegstgeest"
"Groningen","50PLUS","4","van Brenk","C.M.","Corrie","v","Utrecht"
"Groningen","50PLUS","5","van Otterloo","G.J.P.","Gerrit Jan","m","'s-Gravenhage"
"Groningen","50PLUS","6","Geleijnse","S.","Simon","m","'s-Gravenhage"
"Groningen","50PLUS","7","Bode","E.M.","Emile","m","Ophemert"
"Groningen","50PLUS","8","Schrover","W.A.A.","Wilma","v","'s-Hertogenbosch"
"Groningen","50PLUS","9","Koopman","M.","Maurice","m","Amersfoort"
"Groningen","50PLUS","10","de Brouwer","R.B.P.","Rob","m","'s-Hertogenbosch"
"Groningen","50PLUS","11","Wiersma","T.","Theun","m","Drachten"
"Groningen","50PLUS","12","Bergen","P.H.","Presley","m","Bladel"
"Groningen","50PLUS","13","van Veeren","P.","Petra","v","Amsterdam"
"Groningen","50PLUS","14","Willemse","W.","Willem","m","Vlissingen"
"Groningen","50PLUS","15","Fonhof","G.J.","Jan","m","Emmen"
"Groningen","50PLUS","16","Kroonstuiver","N.L.D.","Natascha","v","Venlo"
"Groningen","50PLUS","17","Verboom","H.J.","Henk Jan","m","Oudorp"
